"","position","player","team","age","total_value","avg_year","total_guaranteed","fully_guaranteed","agency_time","type"
"268","4-3-defensive-tackle","Shamar Stephen","Vikings",28,12450000,4150000,6000000,4900000,2022,"UFA"
"269","4-3-defensive-tackle","Beau Allen","Buccaneers",28,4000000,4000000,4000000,4000000,2020,"UFA"
"270","4-3-defensive-tackle","Corey Peters","Cardinals",31,12000000,4000000,6308823,3558823,2021,"UFA"
"271","4-3-defensive-tackle","Abry Jones","Jaguars",28,15500000,3875000,6500000,6500000,2021,"UFA"
"272","defensive-line","Star Lotulelei","Bills",30,50000000,10000000,25000000,18500000,2023,"UFA"
"273","defensive-line","Malik Jackson","Eagles",29,30000000,10000000,17000000,17000000,2022,"Void"
"274","defensive-line","Dontari Poe","Panthers",29,28000000,9333333,13300000,10800000,2021,"UFA"
"275","defensive-line","Damon Harrison","Lions",31,46250000,9250000,24000000,20000000,2021,"UFA"
"276","defensive-line","Ndamukong Suh","Buccaneers",32,9250000,9250000,9250000,9250000,2020,"UFA"
"277","left-guard","Cordy Glenn","Bengals",30,60000000,12000000,38000000,26500000,2021,"UFA"
"278","left-guard","Kelechi Osemele","Jets",30,58500000,11700000,25700000,25700000,2021,"UFA"
"279","left-guard","Rodger Saffold","Titans",31,44000000,11000000,22500000,19000000,2023,"UFA"
"280","left-guard","Ali Marpet","Buccaneers",26,54125000,10825000,26867351,10117351,2024,"UFA"
"281","left-guard","Joel Bitonio","Browns",28,50000000,10000000,23664777,17164777,2023,"UFA"
"282","4-3-outside-linebacker","Charles Tapper","Jets",26,1380000,690000,0,0,2021,"UFA"
"283","4-3-outside-linebacker","Ogbonnia Okoronkwo","Rams",24,2734536,683634,274536,274536,2022,"UFA"
"284","4-3-outside-linebacker","Sutton Smith","Steelers",26.0725216234198,2723292,680823,203292,203292,2023,"UFA"
"285","4-3-outside-linebacker","Kylie Fitts","Bears",25,2631900,657975,171900,171900,2022,"UFA"
"286","4-3-outside-linebacker","Matt Judon","Ravens",27,2595736,648934,255736,255736,2020,"UFA"
"287","4-3-outside-linebacker","Jordan Brailford","Redskins",24,2594576,648644,74576,74576,2023,"UFA"
"288","tight-end","Travis Kelce","Chiefs",30,46842000,9368400,20017000,10517000,2022,"UFA"
"289","tight-end","Jordan Reed","Redskins",29,46750000,9350000,22000000,14000000,2022,"UFA"
"290","tight-end","Greg Olsen","Panthers",34,17100000,8550000,12115000,12115000,2021,"UFA"
"291","tight-end","Zach Ertz","Eagles",29,42500000,8500000,20000000,13318527,2022,"Void"
"292","tight-end","Delanie Walker","Titans",35,17000000,8500000,12760000,10570000,2021,"UFA"
"293","tight-end","Trey Burton","Bears",28,32000000,8000000,22000000,18000000,2022,"UFA"
"294","4-3-defensive-end","Tyrone Crawford","Cowboys",30,45000000,9000000,24675000,17425000,2021,"UFA"
"295","4-3-defensive-end","Ezekiel Ansah","Seahawks",30,9000000,9000000,6000000,6000000,2020,"UFA"
"296","4-3-defensive-end","Jabaal Sheard","Colts",30,25500000,8500000,12750000,9500000,2020,"UFA"
"297","4-3-defensive-end","Nick Bosa","49ers",26.0725216234198,33551874,8387969,0,0,2020,"ERFA"
"298","4-3-defensive-end","Michael Bennett","Patriots",34,16750000,8375000,4000000,4000000,2021,"UFA"
"299","4-3-defensive-end","Robert Quinn","Cowboys",29,8000000,8000000,6000000,6000000,2020,"UFA"
"300","4-3-defensive-end","Clelin Ferrell","Raiders",26.0725216234198,31360824,7840206,0,0,2020,"ERFA"
"301","left-tackle","Nate Solder","Giants",31,62000000,15500000,34800000,34800000,2022,"UFA"
"302","left-tackle","Jake Matthews","Falcons",27,72500000,14500000,41350000,25946000,2024,"UFA"
"303","left-tackle","Donovan Smith","Buccaneers",26,41250000,13750000,27000000,27000000,2022,"UFA"
"304","left-tackle","Russell Okung","Chargers",31,53000000,13250000,25000000,25000000,2021,"UFA"
"305","left-tackle","Trent Williams","Redskins",31,66000000,13200000,41250000,30000000,2021,"UFA"
"306","offensive-line","Trent Brown","Raiders",26,66000000,16500000,36250000,36250000,2023,"UFA"
"307","edge-rusher","Cameron Jordan","Saints",30,55000000,11000000,33469000,22969000,2021,"UFA"
"308","edge-rusher","Jerry Hughes","Bills",31,21500000,10750000,19750000,19750000,2022,"UFA"
"309","edge-rusher","Tyrone Crawford","Cowboys",30,45000000,9000000,24675000,17425000,2021,"UFA"
"310","edge-rusher","Ezekiel Ansah","Seahawks",30,9000000,9000000,6000000,6000000,2020,"UFA"
"311","edge-rusher","Jabaal Sheard","Colts",30,25500000,8500000,12750000,9500000,2020,"UFA"
"312","edge-rusher","Nick Bosa","49ers",26.0725216234198,33551874,8387969,0,0,2020,"ERFA"
"313","edge-rusher","Michael Bennett","Patriots",34,16750000,8375000,4000000,4000000,2021,"UFA"
"314","4-3-defensive-tackle","Dexter Lawrence","Giants",26.0725216234198,13248048,3312012,0,0,2020,"ERFA"
"315","4-3-defensive-tackle","Michael Pierce","Ravens",27,3095000,3095000,0,0,2020,"UFA"
"316","4-3-defensive-tackle","Kenny Clark","Packers",24,9361642,2340411,7635055,7635055,2021,"UFA"
"317","4-3-defensive-tackle","Austin Johnson","Titans",30,5662228,1415557,3475358,3475358,2020,"UFA"
"318","right-guard","Laurent Duvernay-Tardif","Chiefs",28,41264500,8252900,20000000,14000000,2023,"UFA"
"319","right-guard","Brandon Brooks","Eagles",30,40000000,8000000,21000000,17000000,2021,"Void"
"320","right-guard","Brian Winters","Jets",28,29000000,7250000,15000000,15000000,2021,"UFA"
"321","right-guard","Kyle Long","Bears",31,12200000,6100000,4000000,2500000,2021,"UFA"
"322","right-guard","Jamon Brown","Falcons",26,18250000,6083333,12750000,12500000,2022,"UFA"
"323","center","Brandon Linder","Jaguars",27,51703000,10340600,24000000,19500000,2023,"UFA"
"324","center","Weston Richburg","49ers",28,47500000,9500000,28500000,16500000,2023,"UFA"
"325","center","Travis Frederick","Cowboys",28,56400000,9400000,28162822,18162822,2024,"UFA"
"326","center","Matt Paradis","Panthers",30,27030000,9010000,12000000,10000000,2022,"Void"
"327","center","Alex Mack","Falcons",34,45000000,9000000,28500000,20000000,2021,"UFA"
"328","center","Justin Britt","Seahawks",28,27000000,9000000,15991399,5891399,2021,"UFA"
"329","center","Rodney Hudson","Raiders",30,44500000,8900000,20000000,12650000,2020,"Void"
"330","right-tackle","Patrick Mekari","Ravens",22,1763000,587667,58000,58000,2022,"RFA"
"331","right-tackle","Tyree St. Louis","Patriots",22,1762500,587500,27500,27500,2022,"RFA"
"332","right-tackle","William Sweet","Cardinals",26.0725216234198,1762000,587333,7000,7000,2022,"RFA"
"333","right-tackle","Tariq Cole","Cardinals",26.0725216234198,1761000,587000,6000,6000,2022,"RFA"
"334","right-tackle","Lukayus McNeil","Raiders",25,1760000,586667,5000,5000,2022,"RFA"
"335","4-3-defensive-end","Nathan Shepherd","Jets",26,3875720,968930,987720,987720,2022,"UFA"
"336","4-3-defensive-end","Billy Winn","Broncos",30,1825000,912500,200000,0,2021,"UFA"
"337","4-3-defensive-end","Dre¡¯Mont Jones","Broncos",26.0725216234198,3596436,899109,0,0,2020,"ERFA"
"338","4-3-defensive-end","Rakeem Nunez-Roches","Buccaneers",26,895000,895000,240000,240000,2020,"UFA"
"339","4-3-defensive-end","Nicholas Williams","Bears",29,895000,895000,90000,90000,2020,"UFA"
"340","4-3-defensive-end","Chris Wormley","Ravens",26,3559644,889911,898644,898644,2021,"UFA"
"341","4-3-defensive-end","Jonathan Bullard","Bears",26,3413520,853380,862520,826520,2020,"UFA"
"342","interior-defensive-line","Linval Joseph","Vikings",31,50000000,12500000,31500000,11150000,2023,"UFA"
"343","interior-defensive-line","Sheldon Richardson","Browns",29,37000000,12333333,21500000,15000000,2022,"UFA"
"344","interior-defensive-line","Stephon Tuitt","Steelers",26,60000000,12000000,14000000,14000000,2023,"UFA"
"345","interior-defensive-line","Akiem Hicks","Bears",30,48000000,12000000,30000000,22000000,2022,"UFA"
"346","interior-defensive-line","Michael Brockers","Rams",29,33250000,11083333,24396000,18146000,2020,"UFA"
"347","interior-defensive-line","Eddie Goldman","Bears",25,42040000,10510000,25000000,17250000,2023,"UFA"
"348","interior-defensive-line","Brandon Williams","Ravens",30,52500000,10500000,27500000,24500000,2022,"UFA"
"349","linebacker","Kiko Alonso","Dolphins",29,28910000,7227500,18500000,16000000,2021,"UFA"
"350","linebacker","Danny Trevathan","Bears",29,28000000,7000000,15500000,13500000,2020,"UFA"
"351","linebacker","K.J. Wright","Seahawks",30,14000000,7000000,7500000,6500000,2021,"UFA"
"352","linebacker","Bradley Chubb","Broncos",23,27271240,6817810,27271240,27271240,2022,"UFA"
"353","linebacker","Whitney Mercilus","Texans",29,26000000,6500000,10681012,10681012,2020,"UFA"
"354","linebacker","Tahir Whitehead","Raiders",29,19000000,6333333,12150000,6075000,2021,"UFA"
"355","4-3-defensive-tackle","Christian Wilkins","Dolphins",26.0725216234198,15439098,3859774,15439098,15439098,2023,"UFA"
"356","4-3-defensive-tackle","Vita Vea","Buccaneers",24,14824238,3706060,14824238,14824238,2022,"UFA"
"357","4-3-defensive-tackle","Lawrence Guy","Patriots",29,14400000,3600000,6300000,4900000,2021,"UFA"
"358","4-3-defensive-tackle","Sheldon Rankins","Saints",25,12801646,3200412,12801646,12801646,2021,"UFA"
"359","4-3-defensive-tackle","Akeem Spence","Dolphins",28,9000000,3000000,3500000,3500000,2020,"UFA"
"360","4-3-defensive-tackle","Jerry Tillery","Chargers",26.0725216234198,11422158,2855540,0,0,2020,"ERFA"
"361","4-3-defensive-tackle","Taven Bryan","Jaguars",23,10154954,2538739,8995072,8995072,2022,"UFA"
"362","defensive-line","Derek Wolfe","Broncos",29,36700000,9175000,17500000,12000000,2020,"UFA"
"363","defensive-line","Tyrone Crawford","Cowboys",30,45000000,9000000,24675000,17425000,2021,"UFA"
"364","defensive-line","Ezekiel Ansah","Seahawks",30,9000000,9000000,6000000,6000000,2020,"UFA"
"365","defensive-line","Jabaal Sheard","Colts",30,25500000,8500000,12750000,9500000,2020,"UFA"
"366","defensive-line","Henry Anderson","Jets",28,25200000,8400000,17000000,17000000,2022,"UFA"
"367","defensive-line","Nick Bosa","49ers",26.0725216234198,33551874,8387969,0,0,2020,"ERFA"
"368","left-guard","Ronald Leary","Broncos",30,36000000,9000000,24000000,18650000,2021,"UFA"
"369","left-guard","Zach Fulton","Texans",28,28000000,7000000,13000000,13000000,2022,"UFA"
"370","left-guard","Billy Turner","Packers",28,28000000,7000000,9000000,9000000,2023,"UFA"
"371","left-guard","Quenton Nelson","Colts",23,23888912,5972228,23888912,23888912,2022,"UFA"
"372","left-guard","Isaac Seumalo","Eagles",26,17627000,5626000,12649000,7849000,2023,"Void"
"373","left-guard","Nick Easton","Saints",27,22500000,5625000,4000000,4000000,2023,"UFA"
"374","left-guard","Laken Tomlinson","49ers",27,16500000,5500000,11600944,6600944,2022,"UFA"
"375","4-3-outside-linebacker","Dadi Nicolas","Colts",27,645000,645000,0,0,2020,"RFA"
"376","4-3-outside-linebacker","Aaron Wallace","Broncos",26,1935000,645000,0,0,2021,"UFA"
"377","4-3-outside-linebacker","Isaiah Irving","Bears",25,645000,645000,0,0,2020,"RFA"
"378","4-3-outside-linebacker","Peter Kalambayi","Texans",24,2578408,644602,118408,118408,2022,"UFA"
"379","4-3-outside-linebacker","Justin Lawler","Rams",25,2533740,633435,73740,73740,2022,"UFA"
"380","tight-end","Jared Cook","Saints",32,15000000,7500000,8000000,8000000,2021,"Void"
"381","tight-end","Kyle Rudolph","Vikings",30,36500000,7300000,18500000,12640000,2020,"UFA"
"382","tight-end","Cameron Brate","Buccaneers",28,40800000,6800000,18000000,7000000,2024,"UFA"
"383","tight-end","Vance McDonald","Steelers",29,32500000,6500000,16000000,9100000,2022,"UFA"
"384","tight-end","Eric Ebron","Colts",26,13000000,6500000,6000000,6000000,2020,"UFA"
"385","tight-end","Jack Doyle","Colts",29,18900000,6300000,9500000,7500000,2020,"UFA"
"386","4-3-defensive-end","Myles Garrett","Browns",24,30412254,7603064,30412254,30412254,2021,"UFA"
"387","4-3-defensive-end","Trent Murphy","Bills",29,22500000,7500000,10375000,7875000,2021,"UFA"
"388","4-3-defensive-end","Mario Addison","Panthers",32,22500000,7500000,11250000,9000000,2020,"Void"
"389","4-3-defensive-end","Solomon Thomas","49ers",24,28154382,7038596,28154382,28154382,2021,"UFA"
"390","4-3-defensive-end","Terrell Suggs","Cardinals",37,7000000,7000000,7000000,700000,2020,"Void"
"391","4-3-defensive-end","Joey Bosa","Chargers",24,25873672,6468418,25873672,25873672,2021,"UFA"
"392","4-3-defensive-end","Alex Okafor","Chiefs",28,18000000,6000000,8805000,6805000,2022,"UFA"
"393","left-tackle","Terron Armstead","Saints",28,65000000,13000000,38000000,20880000,2022,"UFA"
"394","left-tackle","Tyron Smith","Cowboys",29,97600000,12200000,40000000,22118013,2024,"UFA"
"395","left-tackle","David Bakhtiari","Packers",28,48000000,12000000,16000000,16000000,2021,"UFA"
"396","left-tackle","Eric Fisher","Chiefs",28,48000000,12000000,40000000,22000000,2022,"UFA"
"397","left-tackle","Riley Reiff","Vikings",31,58750000,11750000,26300000,26300000,2022,"UFA"
"398","left-tackle","Duane Brown","Seahawks",34,34500000,11500000,16000000,14250000,2022,"UFA"
"399","offensive-line","Taylor Lewan","Titans",28,80000000,16000000,50000000,34000000,2024,"UFA"
"400","offensive-line","Nate Solder","Giants",31,62000000,15500000,34800000,34800000,2022,"UFA"
"401","offensive-line","Jake Matthews","Falcons",27,72500000,14500000,41350000,25946000,2024,"UFA"
"402","offensive-line","Zack Martin","Cowboys",29,84000000,14000000,40000000,32000000,2025,"UFA"
"403","offensive-line","Donovan Smith","Buccaneers",26,41250000,13750000,27000000,27000000,2022,"UFA"
"404","edge-rusher","Robert Quinn","Cowboys",29,8000000,8000000,6000000,6000000,2020,"UFA"
"405","edge-rusher","Clelin Ferrell","Raiders",26.0725216234198,31360824,7840206,0,0,2020,"ERFA"
"406","edge-rusher","Cameron Wake","Titans",37,23000000,7666667,9750000,7250000,2022,"UFA"
"407","edge-rusher","Myles Garrett","Browns",24,30412254,7603064,30412254,30412254,2021,"UFA"
"408","edge-rusher","Trent Murphy","Bills",29,22500000,7500000,10375000,7875000,2021,"UFA"
"409","edge-rusher","Mario Addison","Panthers",32,22500000,7500000,11250000,9000000,2020,"Void"
"410","edge-rusher","Solomon Thomas","49ers",24,28154382,7038596,28154382,28154382,2021,"UFA"
"411","4-3-defensive-tackle","Daniel McCullers","Steelers",27,2750000,1375000,250000,250000,2021,"UFA"
"412","4-3-defensive-tackle","D.J. Reader","Texans",25,3870380,967595,215380,215380,2020,"UFA"
"413","4-3-defensive-tackle","Javon Hargrave","Steelers",26,3114256,778564,693256,693256,2020,"UFA"
"414","4-3-defensive-tackle","Daylon Mack","Ravens",26.0725216234198,2819280,704820,299280,299280,2023,"UFA"
"415","4-3-defensive-tackle","Kyle Peko","Bills",26,1380000,690000,0,0,2021,"RFA"
"416","4-3-defensive-tackle","Joey Mbu","Dolphins",26,1380000,690000,0,0,2021,"RFA"
"417","4-3-defensive-tackle","Tim Settle","Redskins",22,2728044,682011,268044,268044,2022,"UFA"
"418","4-3-defensive-tackle","Sebastian Joseph","Rams",24,2615236,653809,155236,155236,2022,"UFA"
"419","right-guard","John Miller","Bengals",26,17100000,5700000,7500000,6500000,2022,"UFA"
"420","right-guard","Mark Glowinski","Colts",27,16200000,5400000,4200000,4200000,2022,"UFA"
"421","right-guard","Brandon Scherff","Redskins",28,21215638,5303910,21215638,21215638,2020,"UFA"
"422","right-guard","Josh Kline","Vikings",30,15500000,5166667,7250000,7250000,2022,"UFA"
"423","right-guard","AJ Cann","Jaguars",28,15055000,5018333,6005000,6005000,2022,"UFA"
"424","center","Corey Linsley","Packers",28,25500000,8500000,8000000,8000000,2021,"UFA"
"425","center","Jason Kelce","Eagles",32,24500000,8166667,19000000,10500000,2022,"Void"
"426","center","Mike Pouncey","Chargers",30,15000000,7500000,10000000,10000000,2020,"UFA"
"427","center","J.C. Tretter","Browns",28,16750000,5583333,10000000,6500000,2020,"UFA"
"428","center","Ben Jones","Titans",30,17500000,4375000,7500000,7500000,2020,"UFA"
"429","center","Spencer Long","Bills",29,12600000,4200000,1200000,1200000,2022,"UFA"
"430","right-tackle","A.T. Hall","Titans",23,1760000,586667,5000,5000,2022,"RFA"
"431","right-tackle","Quinn Bailey","Broncos",26.0725216234198,1758000,586000,3000,3000,2022,"RFA"
"432","right-tackle","Derrick Puni","Cowboys",26.0725216234198,1758000,586000,3000,3000,2022,"RFA"
"433","right-tackle","Matt Nelson","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"434","right-tackle","Wyatt Miller","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"435","right-tackle","Damian Prince","Steelers",23,1755000,585000,0,0,2022,"RFA"
"436","4-3-defensive-end","John Jenkins","Giants",30,845000,845000,0,0,2020,"UFA"
"437","4-3-defensive-end","Montravius Adams","Packers",24,3261676,815419,744776,744776,2021,"UFA"
"438","4-3-defensive-end","Tarell Basham","Jets",25,3235512,808878,835856,835856,2021,"UFA"
"439","4-3-defensive-end","Greg Gaines","Rams",26.0725216234198,3146608,786652,0,0,2020,"ERFA"
"440","4-3-defensive-end","T.Y. McGill","Chargers",27,1510000,755000,0,0,2020,"UFA"
"441","4-3-defensive-end","John Franklin-Myers","Rams",23,2912356,728089,452356,452356,2022,"UFA"
"442","interior-defensive-line","Cameron Heyward","Steelers",30,52281000,10456200,16000000,16000000,2021,"UFA"
"443","interior-defensive-line","Mike Daniels","Packers",30,41000000,10250000,12000000,12000000,2020,"UFA"
"444","interior-defensive-line","Star Lotulelei","Bills",30,50000000,10000000,25000000,18500000,2023,"UFA"
"445","interior-defensive-line","Malik Jackson","Eagles",29,30000000,10000000,17000000,17000000,2022,"Void"
"446","interior-defensive-line","Dontari Poe","Panthers",29,28000000,9333333,13300000,10800000,2021,"UFA"
"447","linebacker","Vince Williams","Steelers",30,18600000,6200000,6700000,6700000,2022,"UFA"
"448","linebacker","Denzel Perryman","Chargers",26,12050000,6025000,4900000,4900000,2021,"UFA"
"449","linebacker","Mark Barron","Steelers",30,12000000,6000000,5750000,5750000,2021,"UFA"
"450","linebacker","Devon Kennard","Lions",28,17250000,5750000,8500000,7500000,2021,"UFA"
"451","linebacker","Preston Brown","Bengals",27,16500000,5500000,4800000,4800000,2022,"UFA"
"452","4-3-defensive-tackle","Xavier Williams","Chiefs",27,5057000,2528500,3455000,2455000,2020,"UFA"
"453","4-3-defensive-tackle","Jack Crawford","Falcons",31,9900000,2475000,3000000,3000000,2020,"UFA"
"454","4-3-defensive-tackle","Mario Edwards","Saints",25,470000,2350000,950000,950000,2021,"UFA"
"455","4-3-defensive-tackle","Robert Nkemdiche","Cardinals",25,8600592,2150148,6977784,6977784,2020,"UFA"
"456","4-3-defensive-tackle","Vernon Butler","Panthers",25,8396516,2099129,6801536,6801536,2020,"UFA"
"457","4-3-defensive-tackle","Brandon Dunn","Texans",27,2025000,2025000,0,0,2020,"UFA"
"458","defensive-line","Michael Bennett","Patriots",34,16750000,8375000,4000000,4000000,2021,"UFA"
"459","defensive-line","Quinnen Williams","Jets",26.0725216234198,32529380,8132345,0,0,2020,"ERFA"
"460","defensive-line","Robert Quinn","Cowboys",29,8000000,8000000,6000000,6000000,2020,"UFA"
"461","defensive-line","Clelin Ferrell","Raiders",26.0725216234198,31360824,7840206,0,0,2020,"ERFA"
"462","left-guard","Lane Taylor","Packers",30,16500000,5500000,7250000,7250000,2021,"UFA"
"463","left-guard","James Carpenter","Falcons",30,21000000,5250000,9250000,7000000,2023,"UFA"
"464","left-guard","Clint Boling","Bengals",30,26000000,5200000,5000000,5000000,2020,"UFA"
"465","left-guard","Ramon Foster","Steelers",33,8250000,4125000,3150000,3150000,2021,"UFA"
